"epoch_mjd","a","e","i","om","w","ma"
60400,5.138,0.0831,8.28,105.44,153.35,214.28
60400,5.183,0.0961,10.58,341.19,11.86,121.01
60400,5.236,0.0410,25.48,284.68,118.08,58.78
60400,5.232,0.0665,10.03,87.81,324.12,55.70
60400,5.202,0.0462,21.92,339.86,77.12,42.26
60400,5.112,0.0819,8.23,50.27,334.64,87.23
60400,5.239,0.1337,18.41,198.48,287.88,345.91
60400,5.238,0.0672,30.20,267.96,200.38,357.60
60400,5.249,0.0133,18.01,231.71,66.71,191.95
60400,5.215,0.0066,29.56,217.90,169.17,298.81
60400,5.171,0.0388,20.58,160.39,355.67,185.95
60400,5.21,0.0453,8.12,95.99,42.37,194.90
60400,5.205,0.0579,15.79,130.17,356.39,209.55
60400,5.338,0.0705,7.33,131.80,163.30,70.34
60400,5.157,0.0880,28.31,152.51,179.49,31.03
60400,5.138,0.1054,17.75,228.98,232.95,2.64
60400,5.184,0.0751,30.98,141.88,184.90,19.30
60400,5.199,0.1278,15.58,271.24,72.46,358.84
60400,5.117,0.0189,30.48,145.12,138.94,68.34
60400,5.256,0.1327,11.39,238.14,53.88,52.83
60400,5.213,0.0922,17.50,138.72,223.07,344.74
60400,5.215,0.1055,9.22,31.64,142.80,177.98
60400,5.203,0.0555,23.06,98.58,143.51,111.70
60400,5.353,0.0105,3.47,138.10,74.55,138.85
60400,5.23,0.0956,28.19,148.62,226.94,334.86
60400,5.28,0.0199,26.44,335.17,132.57,263.15
60400,5.263,0.0421,19.71,130.03,218.77,20.33
60400,5.189,0.0740,35.58,176.83,239.38,300.65
60400,5.228,0.0582,5.71,17.59,284.85,63.83
60400,5.26,0.0251,24.48,265.03,198.51,30.48
60400,5.188,0.0575,14.05,189.76,239.87,52.01
60400,5.224,0.1291,34.28,179.53,100.86,73.52
60400,5.294,0.0424,29.67,134.59,244.19,332.10
60400,5.187,0.0981,17.48,200.84,43.56,107.32
60400,5.149,0.0663,23.10,262.98,72.84,135.97
60400,5.273,0.0326,26.37,41.72,334.61,312.26
60400,5.181,0.0187,28.53,278.35,180.90,1.33
60400,5.234,0.0063,35.10,220.57,265.18,342.34
60400,5.1,0.0498,27.00,210.20,170.28,91.52
60400,5.143,0.0477,27.07,102.10,261.65,341.48
60400,5.154,0.1066,19.66,87.23,281.38,347.27
60400,5.231,0.0586,21.63,237.15,212.51,8.29
60400,5.292,0.0296,26.13,228.70,47.37,83.06
60400,5.128,0.0770,24.00,232.59,162.97,56.73
60400,5.27,0.0580,11.61,261.89,225.49,14.30
60400,5.262,0.0715,13.78,107.86,322.73,47.76
60400,5.199,0.0773,8.64,84.74,42.70,339.65
60400,5.284,0.1264,13.83,27.83,43.12,27.43
60400,5.09,0.0889,20.97,72.00,336.47,69.68
60400,5.194,0.0758,11.02,308.95,8.12,150.21
60400,5.163,0.0585,12.89,48.82,0.37,49.25
60400,5.154,0.0546,9.40,157.41,338.83,349.15
60400,5.19,0.1967,3.33,119.30,236.28,107.55
60400,5.074,0.1117,1.52,27.82,20.87,56.88
60400,5.161,0.0177,17.56,331.03,17.25,111.71
60400,5.193,0.0908,5.21,177.81,300.55,340.58
60400,5.266,0.0091,6.61,341.50,113.66,359.53
60400,5.162,0.0798,4.23,1.66,130.37,334.05
60400,5.154,0.0299,17.31,133.60,260.58,74.71
60400,5.145,0.0871,7.09,197.43,244.72,47.11
60400,5.233,0.1530,8.96,116.76,235.48,108.31
60400,5.187,0.0870,25.30,24.94,209.35,237.21
60400,5.236,0.0653,29.33,180.45,247.49,37.93
60400,5.243,0.0672,19.73,81.80,63.13,321.45
60400,5.188,0.0898,4.54,215.57,61.77,189.92
60400,5.192,0.0166,13.95,228.84,224.77,23.84
60400,5.169,0.0784,10.27,230.58,53.14,193.87
60400,5.202,0.0793,6.92,148.70,249.54,82.12
60400,5.266,0.0865,18.64,117.08,256.30,116.69
60400,5.275,0.0257,17.83,120.89,32.11,316.16
60400,5.195,0.0373,6.50,228.61,138.23,87.78
60400,5.098,0.1229,2.27,306.86,113.92,46.13
60400,5.281,0.0890,31.12,154.29,153.62,40.26
60400,5.332,0.0704,2.41,146.04,308.00,9.23
60400,5.226,0.0204,30.01,201.25,105.29,52.13
60400,5.202,0.1086,21.85,279.13,133.43,56.07
60400,5.221,0.0502,7.35,142.88,316.79,41.85
60400,5.291,0.0448,11.34,179.66,215.29,93.32
60400,5.165,0.0578,10.33,143.81,188.16,145.42
60400,5.217,0.0145,7.54,173.12,152.99,169.47
60400,5.304,0.0678,14.42,294.40,117.52,65.88
60400,5.292,0.1033,13.23,247.14,163.17,58.40
60400,5.346,0.0831,4.91,166.23,267.02,59.01
60400,5.13,0.0546,37.46,221.14,63.20,82.02
60400,5.202,0.0770,30.93,340.90,54.51,68.01
60400,5.135,0.0373,12.62,162.89,298.04,358.11
60400,5.216,0.0963,7.92,163.34,253.55,33.86
60400,5.203,0.1062,9.58,341.16,81.86,46.72
60400,5.285,0.0630,7.00,310.12,89.24,47.60
60400,5.199,0.0159,6.91,314.86,124.49,38.19
60400,5.239,0.1504,6.23,157.90,217.77,94.18
60400,5.189,0.0599,19.15,3.29,22.35,91.75
60400,5.214,0.0963,19.86,154.96,250.97,44.89
60400,5.298,0.0623,17.20,346.16,123.75,348.73
60400,5.211,0.1328,17.85,187.05,201.91,90.01
60400,5.085,0.0479,31.27,172.77,257.39,46.74
60400,5.239,0.1435,5.69,304.28,82.32,82.40
60400,5.122,0.0512,30.35,171.55,225.25,73.36
60400,5.261,0.0547,3.84,22.31,1.17,87.61
60400,5.284,0.0628,6.48,254.77,105.39,110.31
60400,5.184,0.0593,7.46,14.98,4.51,94.57
60400,5.281,0.0458,34.39,350.41,78.47,35.76
60400,5.192,0.0853,20.16,169.69,256.47,38.92
60400,5.234,0.0776,6.08,64.88,318.32,104.92
60400,5.26,0.0672,10.29,326.71,110.94,44.04
60400,5.176,0.0803,20.18,196.65,208.86,47.15
60400,5.293,0.0238,6.36,306.81,201.38,318.93
60400,5.259,0.0639,4.69,83.57,328.45,69.67
60400,5.212,0.1452,20.53,2.89,34.78,85.36
60400,5.199,0.0724,6.59,262.82,329.51,241.73
60400,5.237,0.0957,13.45,170.32,249.83,58.43
60400,5.308,0.0092,12.65,234.24,293.35,303.44
60400,5.358,0.0492,10.93,68.18,20.06,36.56
60400,5.269,0.0829,6.22,329.28,36.73,117.96
60400,5.297,0.0792,12.74,6.18,71.31,42.05
60400,5.229,0.0942,8.27,133.11,300.73,52.24
60400,5.154,0.1243,9.29,242.65,180.33,51.77
60400,5.217,0.1161,18.96,26.72,11.07,92.61
60400,5.233,0.0834,5.89,336.25,96.19,60.57
60400,5.272,0.0771,6.36,298.36,103.00,71.81
60400,5.208,0.0931,31.39,5.60,57.22,39.84
60400,5.29,0.0955,18.16,21.46,61.05,18.99
60400,5.173,0.0398,17.20,202.82,12.57,244.51
60400,5.176,0.1592,12.57,16.92,42.85,57.55
60400,5.151,0.0567,16.49,193.39,213.11,57.33
60400,5.127,0.0909,28.38,191.64,217.27,61.91
60400,5.225,0.1940,6.19,25.31,25.75,51.23
60400,5.221,0.0695,21.72,197.56,247.74,11.02
60400,5.253,0.0791,13.33,13.42,42.15,52.12
60400,5.135,0.0727,8.78,77.54,309.18,92.21
60400,5.194,0.1165,8.77,220.79,192.54,46.27
60400,5.198,0.0972,17.30,8.52,74.48,26.46
60400,5.056,0.0402,3.31,265.03,126.14,84.33
60400,5.197,0.0850,6.67,164.17,236.47,61.89
60400,5.146,0.0573,12.54,33.20,103.44,330.46
60400,5.176,0.0309,9.72,102.77,292.77,81.85
60400,5.191,0.1010,25.84,217.18,165.93,86.43
60400,5.233,0.0977,6.30,335.26,51.83,76.55
60400,5.287,0.0068,4.77,355.38,73.61,30.30
60400,5.244,0.0760,3.30,221.89,354.80,250.67
60400,5.275,0.0799,8.65,108.47,286.68,60.30
60400,5.258,0.1611,3.66,197.29,256.08,8.72
60400,5.177,0.0846,9.69,60.91,27.33,13.20
60400,5.114,0.1115,16.21,187.32,241.06,31.98
60400,5.187,0.0468,8.66,108.15,265.59,99.74
60400,5.136,0.0844,8.64,100.45,294.30,83.15
60400,5.171,0.0686,8.16,110.27,273.39,86.59
60400,5.21,0.0613,7.49,239.79,119.47,99.53
60400,5.196,0.0571,6.88,351.29,24.12,80.24
60400,5.18,0.0793,8.44,16.29,23.71,71.37
60400,5.183,0.0226,8.20,145.83,198.31,112.97
60400,5.1,0.0415,4.03,117.63,304.84,58.47
60400,5.121,0.0418,8.00,164.53,223.45,80.69
60400,5.226,0.0283,7.93,223.47,214.57,37.21
60400,5.259,0.0216,8.02,33.61,109.11,314.60
60400,5.196,0.1002,7.59,17.66,44.23,30.52
60400,5.14,0.0795,7.63,26.96,65.45,12.49
60400,5.13,0.0837,6.80,222.17,182.58,69.11
60400,5.23,0.1532,12.01,225.91,210.97,38.62
60400,5.18,0.0889,7.96,32.69,14.43,49.22
60400,5.174,0.1029,8.39,7.21,77.25,33.72
60400,5.153,0.0779,13.65,187.49,219.08,57.72
60400,5.246,0.0689,17.62,359.87,74.66,24.66
60400,5.209,0.0739,28.87,206.00,196.58,76.26
60400,5.228,0.0668,20.12,241.83,125.21,87.52
60400,5.297,0.0814,8.69,87.25,301.77,85.06
60400,5.26,0.1235,7.70,245.84,134.61,85.58
60400,5.247,0.0636,13.55,9.29,40.59,64.11
60400,5.201,0.0382,3.59,85.84,350.01,18.43
60400,5.199,0.0974,5.81,183.61,292.31,344.64
60400,5.216,0.0183,7.66,256.06,182.98,37.18
60400,5.233,0.0372,8.38,61.31,294.89,97.93
60400,5.206,0.0440,18.69,47.85,40.05,49.79
60400,5.176,0.0106,30.97,214.58,166.01,90.17
60400,5.13,0.0394,17.73,234.03,101.80,148.32
60400,5.223,0.0755,9.39,226.86,157.16,85.14
60400,5.305,0.0526,12.13,32.75,357.53,61.17
60400,5.183,0.0912,7.63,177.97,220.60,93.73
60400,5.123,0.0394,6.64,125.85,266.22,111.33
60400,5.287,0.0668,22.04,71.24,277.89,126.25
60400,5.149,0.1600,20.76,67.91,299.82,120.03
60400,5.243,0.1032,24.15,237.35,127.08,95.91
60400,5.196,0.0866,16.31,200.60,192.00,91.37
60400,5.137,0.0843,8.85,98.40,344.23,23.32
60400,5.189,0.0644,15.53,233.48,187.12,47.48
60400,5.105,0.0453,18.53,196.37,270.59,356.18
60400,5.161,0.0781,9.74,63.68,18.96,23.23
60400,5.204,0.0686,1.12,66.60,336.56,58.08
60400,5.191,0.0688,5.84,212.33,251.67,359.21
60400,5.253,0.0961,8.21,242.00,183.66,22.33
60400,5.128,0.0911,2.14,175.49,220.57,66.16
60400,5.231,0.0459,6.86,287.87,150.54,13.88
60400,5.26,0.0067,11.78,269.52,190.80,8.05
60400,5.198,0.1387,11.53,270.21,152.04,56.25
60400,5.26,0.0641,20.07,249.91,182.26,34.03
60400,5.152,0.1053,9.94,35.80,5.12,75.58
60400,5.231,0.0550,9.11,174.42,211.96,73.32
60400,5.251,0.0844,14.91,236.59,201.09,39.51
60400,5.191,0.0370,4.46,213.62,291.22,311.56
60400,5.141,0.0924,8.16,343.90,89.19,41.26
60400,5.184,0.1242,19.85,103.57,280.50,81.28
60400,5.157,0.0777,4.34,123.95,329.88,10.81
60400,5.169,0.0938,21.54,241.04,173.33,43.71
60400,5.156,0.0456,13.92,235.65,132.44,98.87
60400,5.217,0.1429,15.05,228.51,173.31,69.61
60400,5.254,0.0404,19.23,234.40,234.82,341.71
60400,5.139,0.0707,6.14,259.07,125.39,77.25
60400,5.09,0.0720,5.20,70.57,331.59,49.40
60400,5.213,0.1684,17.05,232.38,259.59,341.59
60400,5.294,0.0967,6.24,290.46,141.41,25.73
60400,5.276,0.0724,23.67,53.27,0.91,38.40
60400,5.251,0.0489,8.85,280.27,199.90,349.34
60400,5.185,0.1004,7.42,73.94,327.91,59.99
60400,5.132,0.0745,8.69,84.40,310.23,87.87
60400,5.183,0.1425,27.97,268.23,99.34,97.05
60400,5.214,0.1242,20.87,241.37,180.63,42.77
60400,5.169,0.0662,13.18,241.69,227.93,355.37
60400,5.162,0.1915,19.55,243.93,232.12,359.10
60400,5.248,0.0492,21.42,258.13,262.09,289.47
60400,5.209,0.0459,10.54,61.75,82.50,314.86
60400,5.218,0.0655,14.53,291.48,150.98,17.62
60400,5.297,0.0625,15.12,91.92,330.36,39.80
60400,5.177,0.0919,9.70,320.01,126.87,27.41
60400,5.142,0.0611,10.77,138.28,306.44,52.08
60400,5.181,0.0728,20.24,283.69,73.56,105.50
60400,5.259,0.1051,18.74,307.95,171.97,348.10
60400,5.287,0.0985,17.77,319.42,93.10,55.65
60400,5.179,0.1341,16.32,309.19,122.83,41.66
60400,5.274,0.0727,19.71,282.21,206.95,349.21
60400,5.239,0.0920,18.78,100.40,317.17,66.39
60400,5.254,0.0879,8.48,91.47,344.69,49.93
60400,5.242,0.1261,11.71,139.80,223.22,105.97
60400,5.177,0.1034,15.30,84.94,339.07,50.99
60400,5.198,0.0675,7.69,303.67,133.51,39.89
60400,5.318,0.0332,22.19,305.34,134.92,25.07
60400,5.3,0.0736,22.97,163.97,261.42,48.45
60400,5.119,0.0587,14.84,100.84,282.39,113.13
60400,5.246,0.1951,6.14,124.97,326.97,24.00
60400,5.252,0.0932,20.30,160.93,265.38,59.24
60400,5.215,0.1591,15.13,324.15,115.88,43.46
60400,5.218,0.0829,10.06,69.81,338.96,72.97
60400,5.145,0.0586,1.23,130.67,281.53,88.71
60400,5.291,0.1244,8.08,140.65,313.50,30.04
60400,5.242,0.0972,17.78,69.51,346.19,64.23
60400,5.254,0.0546,6.65,281.27,178.31,34.76
60400,5.264,0.0767,16.88,98.91,344.52,53.41
60400,5.223,0.0203,6.22,12.43,356.00,7.74
60400,5.219,0.1568,19.73,112.04,23.01,337.88
60400,5.17,0.0603,15.32,266.49,230.63,326.97
60400,5.208,0.0458,26.60,317.81,159.05,333.57
60400,5.177,0.0096,8.82,87.19,311.19,59.54
60400,5.128,0.1272,16.97,326.79,171.74,340.94
60400,5.251,0.0728,9.21,85.41,350.21,43.00
60400,5.227,0.0753,32.59,149.19,306.43,11.53
60400,5.232,0.0903,15.26,322.67,199.96,318.57
60400,5.174,0.0409,25.21,297.65,193.38,339.14
60400,5.105,0.0597,3.48,273.33,172.92,22.98
60400,5.145,0.0605,30.23,131.43,340.91,4.40
60400,5.237,0.1369,12.13,109.29,60.14,305.33
60400,5.12,0.0912,7.90,169.14,280.54,19.40
60400,5.118,0.0651,16.97,127.17,306.25,36.52
60400,5.123,0.0735,20.03,106.16,300.08,63.57
60400,5.153,0.1079,15.26,143.18,282.94,44.82
60400,5.232,0.0839,2.86,330.53,157.19,337.06
60400,5.113,0.0934,11.14,133.75,304.06,49.03
60400,5.106,0.0733,8.72,343.00,39.97,75.64
60400,5.171,0.0554,14.27,131.69,308.23,27.14
60400,5.193,0.0843,27.15,262.10,240.08,325.17
60400,5.235,0.0598,20.68,267.66,109.38,74.77
60400,5.069,0.0843,15.64,187.11,262.57,17.95
60400,5.158,0.0836,17.61,282.73,190.23,342.76
60400,5.199,0.0465,6.03,124.11,8.36,329.31
60400,5.199,0.1282,18.65,93.56,310.40,65.94
60400,5.171,0.0558,20.66,298.66,117.59,57.96
60400,5.147,0.0520,7.64,19.32,124.97,319.51
60400,5.197,0.0669,6.31,354.71,210.88,260.71
60400,5.144,0.1331,16.65,323.53,177.73,327.79
60400,5.112,0.0271,10.26,152.35,260.46,47.40
60400,5.138,0.0097,8.82,111.15,53.47,294.06
60400,5.199,0.0665,5.79,83.31,28.25,341.10
60400,5.222,0.0435,5.11,116.65,307.57,31.06
60400,5.221,0.0724,6.24,295.52,93.11,62.01
60400,5.26,0.0406,7.99,155.51,16.64,279.74
60400,5.144,0.0431,18.39,91.93,68.05,308.62
60400,5.199,0.0774,15.65,215.60,211.22,30.29
60400,5.067,0.0530,14.61,126.76,265.36,72.86
60400,5.123,0.0624,6.11,287.16,208.33,331.88
60400,5.132,0.0547,2.58,146.21,277.24,37.47
60400,5.136,0.0759,8.67,90.87,33.55,341.58
60400,5.318,0.0286,21.74,314.67,91.18,53.48
60400,5.184,0.0586,8.81,111.07,3.34,352.52
60400,5.112,0.0970,20.60,331.36,72.17,68.21
60400,5.158,0.0579,15.61,345.63,151.14,319.07
60400,5.189,0.0494,5.08,170.98,5.24,283.35
60400,5.156,0.1114,13.23,115.57,324.50,32.96
60400,5.318,0.0489,12.96,335.48,120.15,5.83
60400,5.136,0.1219,15.10,322.10,113.17,43.59
60400,5.146,0.0867,21.18,308.88,184.66,341.33
60400,5.158,0.0877,16.34,142.20,329.94,18.48
60400,5.265,0.0690,5.07,291.49,235.68,309.16
60400,5.203,0.0388,16.49,309.67,351.05,168.16
60400,5.208,0.0773,16.00,141.39,8.66,322.07
60400,5.255,0.0973,9.34,111.02,316.60,34.41
60400,5.184,0.0918,7.82,159.51,312.53,357.30
60400,5.179,0.0929,13.60,151.93,226.08,102.01
60400,5.165,0.1455,3.47,328.17,108.79,36.79
60400,5.152,0.1063,17.92,339.80,132.22,10.75
60400,5.107,0.0391,8.13,266.61,137.38,90.79
60400,5.293,0.0741,15.11,183.37,263.81,24.90
60400,5.26,0.1035,25.10,154.63,307.56,8.39
60400,5.273,0.0268,21.97,346.50,132.78,356.77
60400,5.197,0.1100,5.84,4.42,80.81,32.39
60400,5.154,0.0825,8.34,119.86,296.23,68.40
60400,5.19,0.0532,5.30,153.47,288.15,61.18
60400,5.193,0.0858,3.46,303.74,191.04,326.26
60400,5.128,0.0728,17.06,314.47,23.06,129.59
60400,5.251,0.1133,6.29,140.40,323.20,14.14
60400,5.15,0.0777,13.01,184.35,234.99,65.30
60400,5.209,0.0548,8.35,182.90,245.92,60.19
60400,5.139,0.0866,6.05,299.98,141.54,33.36
60400,5.259,0.0322,4.64,330.05,110.25,51.91
60400,5.205,0.0210,9.95,72.39,17.45,32.49
60400,5.163,0.1400,8.02,148.38,303.15,20.39
60400,5.262,0.0963,11.65,194.03,194.64,86.36
60400,5.25,0.1025,12.77,323.10,119.80,22.96
60400,5.227,0.0713,5.30,320.32,211.27,298.73
60400,5.232,0.1014,5.96,308.14,173.22,338.09
60400,5.314,0.0309,8.20,24.31,299.77,6.44
60400,5.236,0.0371,8.25,331.96,107.56,28.73
60400,5.188,0.0902,14.75,159.67,289.00,31.20
60400,5.148,0.0575,17.51,179.84,286.98,353.58
60400,5.277,0.0844,7.55,29.12,66.93,7.17
60400,5.26,0.0416,20.19,357.45,95.87,21.10
60400,5.146,0.1112,26.09,173.25,285.17,23.54
60400,5.091,0.0442,5.71,317.26,128.42,6.46
60400,5.174,0.1024,7.96,343.62,93.53,25.09
60400,5.187,0.1483,6.81,154.74,282.82,22.14
60400,5.184,0.0719,4.51,34.82,91.08,344.85
60400,5.181,0.0589,11.33,9.94,78.68,25.70
60400,5.222,0.0679,11.94,104.54,297.41,61.46
60400,5.1,0.0124,39.05,6.83,17.58,92.85
60400,5.228,0.0805,31.96,184.66,264.31,18.72
60400,5.263,0.0744,16.58,92.22,28.68,341.23
60400,5.262,0.0540,14.61,142.03,19.78,306.37
60400,5.223,0.0831,17.27,73.47,22.56,7.39
60400,5.25,0.0974,29.06,356.63,103.67,359.78
60400,5.221,0.0711,30.65,339.47,123.37,1.78
60400,5.2,0.0804,6.41,202.96,301.28,324.64
60400,5.223,0.0665,17.41,147.39,132.31,198.26
60400,5.203,0.0641,12.29,218.49,133.16,116.87
60400,5.153,0.0674,27.25,178.78,198.13,90.37
60400,5.244,0.0422,8.39,304.95,118.91,43.06
60400,5.181,0.0661,8.08,228.63,234.39,8.93
60400,5.232,0.0308,7.51,304.23,96.11,73.16
60400,5.135,0.0852,6.18,259.61,144.30,73.58
60400,5.235,0.0750,8.82,303.75,63.72,100.75
60400,5.234,0.0572,7.50,295.04,104.44,70.67
60400,5.182,0.0850,8.52,200.03,265.66,358.55
60400,5.128,0.0219,6.59,245.79,291.65,291.94
60400,5.213,0.0954,9.60,335.49,79.95,46.03
60400,5.171,0.0437,7.23,267.56,160.57,30.25
60400,5.261,0.0832,14.71,100.87,343.73,22.15
60400,5.238,0.0867,17.58,75.25,46.58,348.42
60400,5.132,0.1152,12.35,114.96,328.74,30.84
60400,5.16,0.0399,37.61,20.23,45.18,49.33
60400,5.224,0.1268,16.51,121.59,254.95,97.81
60400,5.142,0.0431,10.77,36.15,135.36,309.06
60400,5.204,0.0642,30.04,11.01,123.47,355.39
60400,5.198,0.0452,30.84,345.69,41.20,76.47
60400,5.313,0.0749,6.85,354.92,42.56,77.22
60400,5.265,0.0728,7.03,4.51,76.63,35.35
60400,5.171,0.0519,39.10,173.58,267.66,23.88
60400,5.293,0.0276,24.62,152.13,116.23,82.03
60400,5.188,0.0616,31.83,19.37,89.73,358.63
60400,5.183,0.0825,21.92,343.76,150.67,320.64
60400,5.202,0.0487,11.00,328.65,181.97,299.67
60400,5.134,0.0154,18.18,61.35,21.14,17.67
60400,5.136,0.0962,19.56,70.01,15.12,14.59
60400,5.181,0.0222,25.04,176.20,210.79,63.60
60400,5.272,0.0507,37.94,186.10,258.41,9.22
60400,5.109,0.0953,17.16,88.48,314.10,61.90
60400,5.191,0.0390,19.50,105.07,81.17,282.97
60400,5.248,0.0723,15.35,99.24,319.98,40.13
60400,5.22,0.0332,16.38,137.73,66.06,265.50
60400,5.228,0.0295,16.17,84.47,5.14,11.43
60400,5.177,0.0205,24.87,83.55,223.36,172.69
60400,5.269,0.1382,16.69,208.78,271.19,338.87
60400,5.188,0.0709,21.82,24.24,139.53,302.55
60400,5.169,0.0379,18.49,182.40,217.31,74.07
60400,5.176,0.1318,7.67,150.92,293.52,19.73
60400,5.161,0.1269,12.58,43.70,90.87,332.89
60400,5.299,0.0594,7.63,37.31,85.31,335.54
60400,5.202,0.1253,14.98,49.23,20.50,36.50
60400,5.077,0.0878,13.16,78.85,7.81,31.98
60400,5.208,0.0788,9.33,41.71,34.28,16.01
60400,5.322,0.0315,15.26,125.34,329.13,7.55
60400,5.097,0.0789,2.89,223.06,177.40,93.26
60400,5.156,0.0483,19.06,290.32,315.60,221.73
60400,5.131,0.0488,23.44,323.33,107.59,30.35
60400,5.208,0.0333,16.38,335.58,5.83,119.43
60400,5.182,0.1094,15.27,125.83,317.93,23.87
60400,5.242,0.0242,13.33,102.61,359.48,2.03
60400,5.256,0.0605,10.16,109.56,220.59,144.83
60400,5.314,0.0567,21.79,63.92,334.04,70.81
60400,5.121,0.0142,8.58,131.59,348.45,342.40
60400,5.22,0.0840,9.28,148.50,324.30,354.74
60400,5.241,0.0309,22.07,11.94,198.82,249.12
60400,5.159,0.0458,22.13,83.56,304.23,105.20
60400,5.143,0.0335,21.22,167.37,351.04,312.14
60400,5.282,0.0569,19.75,64.81,307.97,102.18
60400,5.195,0.0744,37.13,97.09,9.50,5.97
60400,5.199,0.1009,7.28,317.69,125.17,37.19
60400,5.228,0.0257,2.89,17.57,333.42,136.95
60400,5.173,0.0033,5.92,276.82,223.17,329.15
60400,5.239,0.0851,16.20,84.16,45.36,335.96
60400,5.244,0.0297,20.87,65.66,342.55,40.50
60400,5.172,0.0140,7.74,172.04,135.87,146.28
60400,5.139,0.0263,8.75,135.99,25.24,298.09
60400,5.194,0.0851,22.28,82.40,283.45,123.25
60400,5.183,0.0761,10.16,110.70,307.21,54.14
60400,5.214,0.0636,16.81,118.06,294.44,50.64
60400,5.152,0.0359,14.86,150.73,320.12,9.14
60400,5.131,0.0620,38.42,148.39,151.86,52.73
60400,5.288,0.0361,21.20,186.85,359.77,270.07
60400,5.211,0.1076,8.12,50.59,332.25,104.42
60400,5.28,0.0580,8.54,7.16,23.27,84.06
60400,5.146,0.0498,25.28,247.65,171.13,50.19
60400,5.23,0.0108,30.28,256.41,132.85,76.39
60400,5.123,0.0437,21.88,256.95,134.60,71.04
60400,5.22,0.1524,17.07,232.54,228.10,21.04
60400,5.255,0.0754,13.49,95.87,282.64,77.62
60400,5.209,0.1317,15.06,68.26,315.89,90.91
60400,5.15,0.0769,12.53,171.31,221.04,89.16
60400,5.194,0.0681,9.32,156.62,220.15,99.76
60400,5.244,0.0899,10.38,158.09,241.76,88.78
60400,5.22,0.0711,30.54,276.39,120.75,66.00
60400,5.167,0.0419,1.81,231.98,173.94,54.28
60400,5.142,0.0203,8.43,153.71,338.88,329.81
60400,5.22,0.0510,7.70,305.17,137.35,47.76
60400,5.25,0.0968,19.47,22.64,258.47,65.71
60400,5.296,0.0760,17.60,31.32,289.24,19.64
60400,5.128,0.0501,13.49,115.12,285.85,75.58
60400,5.126,0.0699,13.81,61.21,322.26,82.84
60400,5.292,0.0363,9.65,289.71,349.38,206.84
60400,5.249,0.1002,13.75,241.40,172.74,59.74
60400,5.097,0.0278,5.55,136.74,308.79,30.77
60400,5.16,0.0158,7.79,329.78,37.15,111.18
60400,5.147,0.0460,9.20,138.70,357.72,329.27
60400,5.194,0.0420,12.08,335.89,76.40,60.78
60400,5.221,0.0497,10.07,67.63,53.32,5.70
60400,5.128,0.0569,12.24,329.79,106.08,43.75
60400,5.297,0.0095,5.39,118.54,226.71,119.01
60400,5.158,0.0651,3.20,304.14,286.30,243.61
60400,5.164,0.0775,17.28,304.49,285.64,246.27
60400,5.215,0.0841,9.05,174.53,245.04,63.35
60400,5.139,0.0313,16.41,165.72,251.80,293.69
60400,5.188,0.0477,8.80,17.52,17.49,72.50
60400,5.154,0.0477,7.90,102.93,275.99,91.35
60400,5.194,0.0378,7.62,83.32,52.75,340.48
60400,5.139,0.0146,8.50,129.40,261.66,77.64
60400,5.201,0.1191,12.49,46.34,44.85,41.82
60400,5.111,0.0218,8.38,141.50,245.16,80.71
60400,5.114,0.1383,7.13,201.53,348.67,280.68
60400,5.21,0.1101,21.13,182.95,259.62,35.01
60400,5.141,0.0624,9.90,296.80,131.78,271.71
60400,5.211,0.0840,23.48,317.22,11.72,17.41
60400,5.113,0.0729,5.11,51.01,314.87,104.70
60400,5.228,0.0573,13.71,157.31,9.76,174.39
60400,5.289,0.0214,11.68,344.45,303.46,63.46
60400,5.202,0.0616,30.31,9.91,90.47,237.99
60400,5.258,0.0729,6.26,131.51,6.77,209.87
60400,5.216,0.0173,27.93,179.78,104.26,90.41
60400,5.252,0.0685,14.47,274.61,68.23,135.73
60400,5.183,0.0149,19.34,127.64,304.78,56.18
60400,5.234,0.0311,22.52,137.93,268.65,92.38
60400,5.227,0.0802,13.28,181.65,4.05,153.51
60400,5.251,0.0275,8.66,225.05,53.07,89.06
60400,5.228,0.0912,4.66,105.41,263.89,104.11
60400,5.179,0.0845,3.22,210.06,217.21,77.14
60400,5.122,0.0512,16.68,316.80,71.27,90.70
60400,5.22,0.0403,10.00,137.24,313.88,18.55
60400,5.319,0.0952,6.32,160.87,197.68,113.52
60400,5.298,0.0834,7.89,165.01,225.07,90.90
60400,5.204,0.0657,19.84,329.31,109.50,59.69
60400,5.147,0.0987,16.27,36.14,293.46,19.12
60400,5.083,0.0507,13.62,34.03,271.59,40.04
60400,5.135,0.0241,14.44,35.55,248.32,58.74
60400,5.156,0.0743,5.17,62.26,261.92,27.99
60400,5.248,0.1596,12.21,94.12,187.63,81.44
60400,5.214,0.1603,4.60,168.47,220.22,77.95
60400,5.125,0.0589,7.98,162.36,259.23,56.85
60400,5.176,0.0527,21.73,326.41,132.98,351.80
60400,5.156,0.0655,8.89,190.84,198.12,81.81
60400,5.201,0.0515,30.23,176.33,136.96,159.78
60400,5.296,0.0238,2.79,284.88,233.17,312.14
60400,5.164,0.0687,8.53,1.67,50.44,74.96
60400,5.267,0.0720,9.06,162.95,268.13,38.92
60400,5.219,0.1235,12.20,343.58,66.28,62.64
60400,5.238,0.0584,9.95,15.12,42.19,65.99
